name,address,telephone,image
비랩,서울특별시 강남구 강남대로98길 10 2F<br><br> 지번 서울시 강남구 역삼동 817-1 2F,010-2780-1245,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/52193_1488028817766385.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
일곱잔,서울특별시 강남구 도산대로11길 5 2F 202호<br><br> 지번 서울시 강남구 신사동 514-9 2F 202호,0507-1326-8158,"https://mp-seoul-image-production-s3.mangoplate.com/879146_1654484309487005.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
하우스오브알케미,서울특별시 강남구 압구정로 102 라까사호텔<br><br> 지번 서울시 강남구 신사동 527-4 라까사호텔,02-6190-0909,"https://mp-seoul-image-production-s3.mangoplate.com/540600_1505058690004764.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
그늘,서울특별시 강남구 도산대로66길 13<br><br> 지번 서울시 강남구 청담동 18-23,02-540-1318,"https://mp-seoul-image-production-s3.mangoplate.com/2441259_1669773721275607.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
셜록,서울특별시 강남구 도산대로83길 17 B1<br><br> 지번 서울시 강남구 청담동 117-38 B1,070-8885-0221,"https://mp-seoul-image-production-s3.mangoplate.com/185879/83_1420012135239?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
비비노 알트로몬도,서울특별시 강남구 도산대로17길 39 예지빌딩 B1<br><br> 지번 서울시 강남구 신사동 544-26 예지빌딩 B1,0507-1375-3606,"https://mp-seoul-image-production-s3.mangoplate.com/468168/181795_1672147255483_1000004173?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
로비라운지바,서울특별시 강남구 봉은사로 524 코엑스인터콘티넨탈서울 1F<br><br> 지번 서울시 강남구 삼성동 159 코엑스인터콘티넨탈서울 1F,02-3430-8603,"https://mp-seoul-image-production-s3.mangoplate.com/586336_1644892565936361.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
더더치치즈앤모어,서울특별시 강남구 선릉로 660<br><br> 지번 서울시 강남구 삼성동 8-2,000-0000-0000,"https://mp-seoul-image-production-s3.mangoplate.com/688671_1675253054086893.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
키퍼스,서울특별시 강남구 선릉로152길 18 B1<br><br> 지번 서울시 강남구 청담동 87-9 B1,02-549-9992,"https://mp-seoul-image-production-s3.mangoplate.com/1427_1500409319081144.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
레 부르주아,서울특별시 강남구 강남대로152길 46 2F<br><br> 지번 서울시 강남구 신사동 537-4 2F,02-6085-5695,"https://mp-seoul-image-production-s3.mangoplate.com/431478/1888415_1650254398381_5490?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
오늘와인한잔,서울특별시 강남구 강남대로156길 40<br><br> 지번 서울시 강남구 신사동 516-10,070-4098-7006,"https://mp-seoul-image-production-s3.mangoplate.com/26135_1596292644813061.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
와인북카페,서울특별시 강남구 논현로149길 5<br><br> 지번 서울시 강남구 논현동 8-9,02-549-0490,"https://mp-seoul-image-production-s3.mangoplate.com/764_1428362284004?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
머스크,서울특별시 강남구 언주로152길 14 로데오빌딩<br><br> 지번 서울시 강남구 신사동 630-21 로데오빌딩,02-543-6321,"https://mp-seoul-image-production-s3.mangoplate.com/840737_1671433641009367.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
하이퍼서울,서울특별시 강남구 강남대로96길 15 B1<br><br> 지번 서울시 강남구 역삼동 817-18 B1,010-9891-9615,"https://mp-seoul-image-production-s3.mangoplate.com/427007/532309_1617375313250_103354?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
코미디클럽,서울특별시 강남구 도산대로 507 B1<br><br> 지번 서울시 강남구 청담동 120-3 B1,02-543-1123,"https://mp-seoul-image-production-s3.mangoplate.com/357329/1123244_1535093196404_5912?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
공베르,서울특별시 강남구 압구정로50길 28 113호<br><br> 지번 서울시 강남구 신사동 658 113호,02-517-0872,"https://mp-seoul-image-production-s3.mangoplate.com/522207_1635610663246230.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
패리스비치,서울특별시 강남구 압구정로42길 36<br><br> 지번 서울시 강남구 신사동 635-14,02-3444-1905,"https://mp-seoul-image-production-s3.mangoplate.com/112634_1601901329705787.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
시카고갤러리라운지,서울특별시 강남구 도산대로 205<br><br> 지번 서울시 강남구 신사동 587-1,1566-1263,"https://mp-seoul-image-production-s3.mangoplate.com/408438/1532365_1576487804888_9408?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
곰방대 (휴업중),서울특별시 강남구 학동로6길 53 B1<br><br> 지번 서울시 강남구 논현동 158-35 B1,010-2862-1991,"https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/410105/1678444_1589095278960?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
휴일,서울특별시 강남구 역삼로3길 20-4 영광빌딩 B1<br><br> 지번 서울시 강남구 역삼동 830-9 영광빌딩 B1,02-568-9901,"https://mp-seoul-image-production-s3.mangoplate.com/705256_1640261420065496.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
청담니은,서울특별시 강남구 도산대로70길 9 B<br><br> 지번 서울시 강남구 청담동 13 B,010-2786-5948,"https://mp-seoul-image-production-s3.mangoplate.com/1047892_1652398023280828.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
한량블루스,서울특별시 서초구 서초대로75길 45 3F<br><br> 지번 서울시 서초구 서초동 1308-2 3F,02-533-5759,"https://mp-seoul-image-production-s3.mangoplate.com/32408_1663731662494916.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
로얄라운지,서울특별시 강남구 논현로 709<br><br> 지번 서울시 강남구 논현동 36-8,02-514-1247,"https://mp-seoul-image-production-s3.mangoplate.com/281123_1579592009244933.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
So What,서울특별시 강남구 도산대로17길 22<br><br> 지번 서울시 강남구 신사동 560-6,010-7343-0212,"https://mp-seoul-image-production-s3.mangoplate.com/379609/449685_1554892071154_12092?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
?E?E,서울특별시 강남구 학동로11길 20-7 B2<br><br> 지번 서울시 강남구 논현동 41-13 B2,0507-1429-9087,"https://mp-seoul-image-production-s3.mangoplate.com/344868_1635924156327998.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
와인바 컨티뉴엄,서울특별시 강남구 테헤란로 231 EAST E205호<br><br> 지번 서울시 강남구 역삼동 676 EAST E205호,010-8296-7214,"https://mp-seoul-image-production-s3.mangoplate.com/475149/172778_1654493807126_140856?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
보바베어,서울특별시 강남구 압구정로12길 13 2F<br><br> 지번 서울시 강남구 신사동 547-2 2F,02-3445-8585,"https://mp-seoul-image-production-s3.mangoplate.com/1663293_1655400246164489.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
개츠비 바이리,서울특별시 강남구 도산대로55길 37 B1<br><br> 지번 서울시 강남구 청담동 84-14 B1,02-511-2606,"https://mp-seoul-image-production-s3.mangoplate.com/814662_1515121609109601.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
샴,서울특별시 강남구 압구정로46길 5-6<br><br> 지번 서울시 강남구 신사동 660-17,070-4125-6413,"https://mp-seoul-image-production-s3.mangoplate.com/49585/218307_1461946872844_52113?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
제너릭,서울특별시 강남구 삼성로 730 5F<br><br> 지번 서울시 강남구 청담동 63-12 5F,0507-1369-2382,"https://mp-seoul-image-production-s3.mangoplate.com/112634_1655197983204073.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
뱀파이어 위켄드 와인바,서울특별시 강남구 삼성로140길 6 라파빌딩 B1<br><br> 지번 서울시 강남구 청담동 63-11 라파빌딩 B1,02-516-5571,"https://mp-seoul-image-production-s3.mangoplate.com/426996/1575751_1645714756558_37100?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
레브,서울특별시 강남구 언주로172길 54 1F<br><br> 지번 서울시 강남구 신사동 663 1F,070-4120-5500,"https://mp-seoul-image-production-s3.mangoplate.com/137616_1663332652262763.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
애니오케이션 베이스먼트,서울특별시 강남구 도산대로51길 14 B2<br><br> 지번 서울시 강남구 신사동 654-12 B2,0507-1430-1471,"https://mp-seoul-image-production-s3.mangoplate.com/498094/26737_1668845325474_1000002801?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
B28,서울특별시 강남구 도산대로55길 24 B1<br><br> 지번 서울시 강남구 청담동 88-2 B1,010-3402-2828,"https://mp-seoul-image-production-s3.mangoplate.com/1427_1512528994325380.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
비노쿠스테이블,서울특별시 강남구 학동로44길 26<br><br> 지번 서울시 강남구 논현동 247-7,070-8807-2477,"https://mp-seoul-image-production-s3.mangoplate.com/454164/1134354_1633337358039_4819?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
쿨쉽다이닝,서울특별시 강남구 도산대로25길 43 2F<br><br> 지번 서울시 강남구 신사동 553-25 2F,010-4695-5425,"https://mp-seoul-image-production-s3.mangoplate.com/2251569_1669687008698765.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
제이앤엘클래식바,서울특별시 강남구 도산대로45길 14<br><br> 지번 서울시 강남구 신사동 650-16,02-545-0890,"https://mp-seoul-image-production-s3.mangoplate.com/jxsjgguhqf3o4v.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
싸우나 뮤직바,서울특별시 강남구 도산대로87길 11<br><br> 지번 서울시 강남구 청담동 122-30,02-3448-8897,"https://mp-seoul-image-production-s3.mangoplate.com/1476505_1656471478402394.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
뉴욕바,서울특별시 강남구 강남대로84길 24-4 B1<br><br> 지번 서울시 강남구 역삼동 827-3 B1,0507-1368-8516,"https://mp-seoul-image-production-s3.mangoplate.com/485177/2231777_1658582459276_20108?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
프레임 FRAME,서울특별시 강남구 도산대로11길 32 2F<br><br> 지번 서울시 강남구 신사동 535-8 2F,02-499-9731,"https://mp-seoul-image-production-s3.mangoplate.com/576573_1657778486434255.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
와인주막차차,서울특별시 강남구 논현로94길 25-5 화가빌딩 2F<br><br> 지번 서울시 강남구 역삼동 670-17 화가빌딩 2F,02-554-0722,"https://mp-seoul-image-production-s3.mangoplate.com/13474_1497529987169748.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
노퍼블릭 하우스,서울특별시 강남구 논현로159길 65 3F<br><br> 지번 서울시 강남구 신사동 545-1 3F,02-540-3714,"https://mp-seoul-image-production-s3.mangoplate.com/343979_1630143841708580.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
베리블라썸,서울특별시 강남구 선릉로148길 21 1F<br><br> 지번 서울시 강남구 청담동 2-18 1F,02-3443-8855,"https://mp-seoul-image-production-s3.mangoplate.com/870195_1616949411622881.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
이더웨이,서울특별시 강남구 강남대로124길 3-6 호은빌딩 2F<br><br> 지번 서울시 강남구 논현동 143-16 호은빌딩 2F,02-6952-0899,"https://mp-seoul-image-production-s3.mangoplate.com/1869921_1610958838923462.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
육다시구,서울특별시 강남구 논현로149길 40<br><br> 지번 서울시 강남구 논현동 6-9,02-6080-4069,"https://mp-seoul-image-production-s3.mangoplate.com/457008/2169057_1643386420920_46632?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
라이트룸,서울특별시 강남구 선릉로157길 20-5 신사빌딩 B1<br><br> 지번 서울시 강남구 신사동 663-7 신사빌딩 B1,0507-1353-8414,"https://mp-seoul-image-production-s3.mangoplate.com/842440_1665579635098396.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
스몰치즈박스,서울특별시 강남구 논현로159길 25 102호<br><br> 지번 서울시 강남구 신사동 566-6 102호,0507-1326-6514,"https://mp-seoul-image-production-s3.mangoplate.com/1824671_1675011190693559.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
원가바,서울특별시 강남구 강남대로94길 23 3F<br><br> 지번 서울시 강남구 역삼동 818-7 3F,02-557-3226,"https://mp-seoul-image-production-s3.mangoplate.com/285237/1042666_1542518583531_4307?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
세이버리,서울특별시 강남구 테헤란로19길 21<br><br> 지번 서울시 강남구 역삼동 637-29,070-4115-8668,"https://mp-seoul-image-production-s3.mangoplate.com/279992/75i-wqoseycav9.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
그레이트후카바,서울특별시 서초구 서초대로77길 37 서초동월드 401호<br><br> 지번 서울시 서초구 서초동 1308-10 서초동월드 401호,02-6247-0808,"https://mp-seoul-image-production-s3.mangoplate.com/378416/172778_1616024411049_95010?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
서울살롱,서울특별시 강남구 언주로164길 41 B1<br><br> 지번 서울시 강남구 신사동 646-22 B1,010-9120-6706,"https://mp-seoul-image-production-s3.mangoplate.com/1026054_1630406123434035.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
오늘와인한잔,서울특별시 강남구 봉은사로1길 33 논현빌딩 1F<br><br> 지번 서울시 강남구 논현동 165-13 논현빌딩 1F,02-540-5156,"https://mp-seoul-image-production-s3.mangoplate.com/417066/1575751_1623774050931_23328?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
미스터사이몬,서울특별시 강남구 선릉로155길 13-1 1F<br><br> 지번 서울시 강남구 신사동 655-7 1F,02-3445-6108,"https://mp-seoul-image-production-s3.mangoplate.com/218045/9xk7s3y-9sntnu.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
바러프,서울특별시 강남구 선릉로155길 12 104호<br><br> 지번 서울시 강남구 신사동 657-1 104호,010-6463-3226,"https://mp-seoul-image-production-s3.mangoplate.com/475152/449685_1640948919197_60701?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
나인오어,서울특별시 강남구 테헤란로104길 19<br><br> 지번 서울시 강남구 대치동 1000,000-0000-0000,"https://mp-seoul-image-production-s3.mangoplate.com/1163316_1678204259139314.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
파티피플,서울특별시 강남구 도산대로 429 1F<br><br> 지번 서울시 강남구 청담동 91-8 1F,0507-1332-5682,"https://mp-seoul-image-production-s3.mangoplate.com/510923/905836_1677744777429_1000002644?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
Kompakt Record Bar,서울특별시 강남구 도산대로25길 46<br><br> 지번 서울시 강남구 신사동 566-1,010-2718-5866,"https://mp-seoul-image-production-s3.mangoplate.com/722502_1597365497121068.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
파복스,서울특별시 강남구 논현로151길 17 1F<br><br> 지번 서울시 강남구 신사동 563-18 1F,02-3444-5684,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/479988_1471967344355712.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
매니아스트리트,서울특별시 강남구 압구정로2길 57 1F<br><br> 지번 서울시 강남구 신사동 516-18 1F,010-3862-5516,"https://mp-seoul-image-production-s3.mangoplate.com/359539/840737_1606311532624_28367?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
오디언스,서울특별시 강남구 도산대로45길 8-8 B1<br><br> 지번 서울시 강남구 신사동 651-9 B1,070-8802-0380,"https://mp-seoul-image-production-s3.mangoplate.com/467290/931513_1651253653031_12446?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
비노아미쿠스,서울특별시 강남구 양재천로 191 105-1호<br><br> 지번 서울시 강남구 도곡동 454-5 105-1호,02-574-0988,"https://mp-seoul-image-production-s3.mangoplate.com/485713/1245199_1651828520792_67113?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
까사델비노,서울특별시 강남구 선릉로162길 43<br><br> 지번 서울시 강남구 청담동 80-5,02-542-8003,"https://mp-seoul-image-production-s3.mangoplate.com/260/126_1447514011430_9355?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
캐시바,서울특별시 강남구 봉은사로2길 10<br><br> 지번 서울시 강남구 역삼동 809-2,02-565-5465,"https://mp-seoul-image-production-s3.mangoplate.com/328993/434101_1499330416674_434101_1499180075250_729?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
와인어클락,서울특별시 강남구 강남대로106길 14 오성빌딩 2F<br><br> 지번 서울시 강남구 역삼동 813-2 오성빌딩 2F,02-563-2200,"https://mp-seoul-image-production-s3.mangoplate.com/380664/1150196_1604982219631_49486?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
트리하우스,서울특별시 강남구 삼성로104길 21<br><br> 지번 서울시 강남구 삼성동 148-13,02-556-2017,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/66561_1496143472568337.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
레 끌레 드 크리스탈,서울특별시 강남구 압구정로79길 8 하나빌딩 2-3F<br><br> 지번 서울시 강남구 청담동 119-8 하나빌딩 2-3F,02-515-1198,"https://mp-seoul-image-production-s3.mangoplate.com/412315/1411507_1667487418240_19432?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
라뷸,서울특별시 강남구 압구정로80길 24 B1<br><br> 지번 서울시 강남구 청담동 95-5 B1,02-511-5692,"https://mp-seoul-image-production-s3.mangoplate.com/348145/37227_1543326077247_8779?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
하프컷,서울특별시 강남구 삼성로75길 32 1F 101호<br><br> 지번 서울시 강남구 대치동 901-60 1F 101호,02-6053-1919,"https://mp-seoul-image-production-s3.mangoplate.com/602257_1675503382128472.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
청담하우스바,서울특별시 강남구 선릉로152길 21<br><br> 지번 서울시 강남구 청담동 89-6,010-3241-7456,"https://mp-seoul-image-production-s3.mangoplate.com/384700/449685_1552896509860_10671?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
타임,서울특별시 강남구 선릉로 344<br><br> 지번 서울시 강남구 대치동 908,000-0000-0000,"https://mp-seoul-image-production-s3.mangoplate.com/275744/655610_1478685009625_9702?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
록키,서울특별시 강남구 압구정로10길 30-7<br><br> 지번 서울시 강남구 신사동 524-21,000-0000-0000,"https://mp-seoul-image-production-s3.mangoplate.com/492053/2508090_1676551002863_1000001024?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
에스653,서울특별시 강남구 도산대로51길 19<br><br> 지번 서울시 강남구 신사동 653-4,010-3700-1117,"https://mp-seoul-image-production-s3.mangoplate.com/826759_1501487270780498.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
Esum,서울특별시 강남구 봉은사로4길 32 B1<br><br> 지번 서울시 강남구 역삼동 813-3 B1,010-9281-3828,"https://mp-seoul-image-production-s3.mangoplate.com/412971/1481179_1660444281412_1660444205236.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
그랑아 2,서울특별시 강남구 봉은사로 130<br><br> 지번 서울시 강남구 역삼동 603,02-531-6868,"https://mp-seoul-image-production-s3.mangoplate.com/828430_1662236774582088.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
영심이와세컨드바,서울특별시 강남구 테헤란로84길 9<br><br> 지번 서울시 강남구 대치동 943-8,02-555-9438,"https://mp-seoul-image-production-s3.mangoplate.com/52797/reirei_amza-yi.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
SMT House Lobby Lounge,서울특별시 강남구 압구정로79길 58 1F<br><br> 지번 서울시 강남구 청담동 125-24 1F,02-515-9201,"https://mp-seoul-image-production-s3.mangoplate.com/449693_1607157316335208.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
보야저,서울특별시 강남구 도산대로45길 10-2 B1<br><br> 지번 서울시 강남구 신사동 651-2 B1,070-8886-7799,"https://mp-seoul-image-production-s3.mangoplate.com/338150_1640960545644828.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
원하프라운지펍,서울특별시 강남구 가로수길 19 B1<br><br> 지번 서울시 강남구 신사동 536-18 B1,0507-1332-3756,"https://mp-seoul-image-production-s3.mangoplate.com/2068598_1665971091511422.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
오픈엔드,서울특별시 강남구 도산대로51길 14 3F<br><br> 지번 서울시 강남구 신사동 654-12 3F,0507-1302-5883,"https://mp-seoul-image-production-s3.mangoplate.com/502704/26737_1669815564596_1000002762?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
디깅,서울특별시 강남구 테헤란로10길 14 B1<br><br> 지번 서울시 강남구 역삼동 823-8 B1,02-562-1014,"https://mp-seoul-image-production-s3.mangoplate.com/333427/860016_1506166096527_78483?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
도시문,서울특별시 강남구 남부순환로351길 4<br><br> 지번 서울시 강남구 도곡동 957,02-579-3002,"https://mp-seoul-image-production-s3.mangoplate.com/454903/1575751_1666371808877_47741?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
코르바니w,서울특별시 강남구 도산대로11길 31-7<br><br> 지번 서울시 강남구 신사동 517-25,0507-1442-8923,"https://mp-seoul-image-production-s3.mangoplate.com/598583_1631942176409502.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
도쿄재즈,서울특별시 강남구 테헤란로87길 45 삼성빌딩<br><br> 지번 서울시 강남구 삼성동 153-44 삼성빌딩,02-3453-4472,"https://mp-seoul-image-production-s3.mangoplate.com/75997/52544_1436234638696.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
부쉬윅,서울특별시 강남구 선릉로153길 34 B1<br><br> 지번 서울시 강남구 신사동 647-23 B1,010-8482-8432,"https://mp-seoul-image-production-s3.mangoplate.com/27066_1626100356739516.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
계곡,서울특별시 강남구 도산대로51길 36 B1<br><br> 지번 서울시 강남구 신사동 655 B1,070-8833-4705,"https://mp-seoul-image-production-s3.mangoplate.com/729747_1580649897128353.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
아지트,서울특별시 강남구 도산대로46길 21 한진로즈힐아파트상가 B1<br><br> 지번 서울시 강남구 논현동 105-4 한진로즈힐아파트상가 B1,02-548-1121,"https://mp-seoul-image-production-s3.mangoplate.com/57286_1508241727471717.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
솔레라,서울특별시 강남구 논현로26길 46-12 1F<br><br> 지번 서울시 강남구 도곡동 457-6 1F,02-3463-2021,"https://mp-seoul-image-production-s3.mangoplate.com/338150_1642768882271095.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
유어네이키드치즈,서울특별시 강남구 압구정로10길 35-1 4F<br><br> 지번 서울시 강남구 신사동 534-6 4F,0507-1330-9036,"https://mp-seoul-image-production-s3.mangoplate.com/465679/26737_1667201832171_1000002236?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
마토,서울특별시 강남구 선릉로146길 23 4F<br><br> 지번 서울시 강남구 청담동 21-21 4F,02-543-0488,"https://mp-seoul-image-production-s3.mangoplate.com/190022_1422753079686?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
설천와인하우스,서울특별시 강남구 논현로24길 9 1F<br><br> 지번 서울시 강남구 도곡동 449-7 1F,0507-1443-4679,"https://mp-seoul-image-production-s3.mangoplate.com/886722_1650359755038211.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
더부즈,서울특별시 강남구 도산대로85길 13 B1<br><br> 지번 서울시 강남구 청담동 121-30 B1,02-547-8002,"https://mp-seoul-image-production-s3.mangoplate.com/390964/1042666_1582007823008_29380?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
문빔,서울특별시 강남구 압구정로2길 35<br><br> 지번 서울시 강남구 신사동 519-1,070-8865-9225,"https://mp-seoul-image-production-s3.mangoplate.com/399041/2169057_1645803863216_36008?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
바제라늄,서울특별시 강남구 도산대로55길 37 1F<br><br> 지번 서울시 강남구 청담동 84-14 1F,02-3445-1101,"https://mp-seoul-image-production-s3.mangoplate.com/475206/172778_1650941754728_146338?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
비크 이 뮈르달,서울특별시 강남구 봉은사로 123 리체힐신논현오피스텔 F101호<br><br> 지번 서울시 강남구 논현동 202-9 리체힐신논현오피스텔 F101호,0507-1365-7234,"https://mp-seoul-image-production-s3.mangoplate.com/2227850_1655188190334652.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
볼륨엘피바,서울특별시 강남구 선릉로157길 14<br><br> 지번 서울시 강남구 신사동 663-23,02-515-5544,"https://mp-seoul-image-production-s3.mangoplate.com/528080_1676646663080687.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
배산임수,서울특별시 강남구 영동대로106길 9 5F<br><br> 지번 서울시 강남구 삼성동 160-22 5F,02-555-0655,"https://mp-seoul-image-production-s3.mangoplate.com/638032_1662772105259168.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
까치양조장,서울특별시 강남구 봉은사로4길 23 2-3F<br><br> 지번 서울시 강남구 역삼동 811-13 2-3F,02-558-9933,"https://mp-seoul-image-production-s3.mangoplate.com/398566/752493_1633017634394_44157?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
블랙바 스테이크하우스,서울특별시 강남구 테헤란로 610 B1<br><br> 지번 서울시 강남구 대치동 995-16 B1,02-6012-7429,"https://mp-seoul-image-production-s3.mangoplate.com/229998_1650526129911231.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
시그넷드링킹앤더슨,서울특별시 강남구 언주로 118<br><br> 지번 서울시 강남구 도곡동 467-24,02-576-6891,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/65460_1465399634728796.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
