title,point,hit,review,star,address,telephone
아지트,0.0,3142,1,13,서울특별시 강남구 도산대로46길 21 한진로즈힐아파트상가 B1<br><br> 지번 서울시 강남구 논현동 105-4 한진로즈힐아파트상가 B1,02-548-1121
솔레라,0.0,770,1,5,서울특별시 강남구 논현로26길 46-12 1F<br><br> 지번 서울시 강남구 도곡동 457-6 1F,02-3463-2021
유어네이키드치즈,0.0,227,3,21,서울특별시 강남구 압구정로10길 35-1 4F<br><br> 지번 서울시 강남구 신사동 534-6 4F,0507-1330-9036
마토,0.0,4453,2,46,서울특별시 강남구 선릉로146길 23 4F<br><br> 지번 서울시 강남구 청담동 21-21 4F,02-543-0488
설천와인하우스,0.0,1289,2,21,서울특별시 강남구 논현로24길 9 1F<br><br> 지번 서울시 강남구 도곡동 449-7 1F,0507-1443-4679
더부즈,0.0,1835,1,32,서울특별시 강남구 도산대로85길 13 B1<br><br> 지번 서울시 강남구 청담동 121-30 B1,02-547-8002
문빔,0.0,1097,1,16,서울특별시 강남구 압구정로2길 35<br><br> 지번 서울시 강남구 신사동 519-1,070-8865-9225
바제라늄,0.0,323,1,22,서울특별시 강남구 도산대로55길 37 1F<br><br> 지번 서울시 강남구 청담동 84-14 1F,02-3445-1101
비크 이 뮈르달,0.0,223,1,4,서울특별시 강남구 봉은사로 123 리체힐신논현오피스텔 F101호<br><br> 지번 서울시 강남구 논현동 202-9 리체힐신논현오피스텔 F101호,0507-1365-7234
볼륨엘피바,0.0,27,1,3,서울특별시 강남구 선릉로157길 14<br><br> 지번 서울시 강남구 신사동 663-23,02-515-5544
배산임수,0.0,814,0,38,서울특별시 강남구 영동대로106길 9 5F<br><br> 지번 서울시 강남구 삼성동 160-22 5F,02-555-0655
까치양조장,0.0,4068,6,68,서울특별시 강남구 봉은사로4길 23 2-3F<br><br> 지번 서울시 강남구 역삼동 811-13 2-3F,02-558-9933
블랙바 스테이크하우스,0.0,1881,4,15,서울특별시 강남구 테헤란로 610 B1<br><br> 지번 서울시 강남구 대치동 995-16 B1,02-6012-7429
시그넷드링킹앤더슨,0.0,5180,3,88,서울특별시 강남구 언주로 118<br><br> 지번 서울시 강남구 도곡동 467-24,02-576-6891
버틀러,0.0,2362,3,41,서울특별시 강남구 논현로151길 41 상운빌딩 102호<br><br> 지번 서울시 강남구 신사동 561 상운빌딩 102호,02-541-9587
피헨,0.0,368,2,9,서울특별시 강남구 도산대로30길 39<br><br> 지번 서울시 강남구 논현동 75,02-543-7187
라운지칠,0.0,3328,1,28,서울특별시 강남구 강남대로122길 14 B1<br><br> 지번 서울시 강남구 논현동 166-2 B1,02-540-3409
